price sqFt year doorMan min_from_sub
819.44 517.69 1977 1 2 
819.90 517.96 1977 1 2 
819.94 518.57 1977 1 2 
820.01 518.87 1977 1 2 
820.08 518.98 1977 1 2 
820.37 519.12 1977 1 2 
820.42 519.20 1977 1 2 
820.44 519.33 1977 1 2 
820.45 519.46 1977 1 2 
820.49 519.50 1977 1 2 
820.56 519.57 1977 1 2 
820.73 519.61 1977 1 2 
821.05 519.66 1977 1 2 
821.44 519.71 1977 1 2 
821.44 519.79 1977 1 2 
821.47 519.89 1977 1 2 
821.79 520.07 1977 1 2 
822.19 520.32 1977 1 2 
822.29 520.75 1977 1 2 
822.34 521.10 1977 1 2 
822.53 521.54 1977 1 2 
822.61 521.55 1977 1 2 
822.67 521.74 1977 1 2 
822.83 521.86 1977 1 2 
823.12 521.92 1977 1 2 
823.16 521.99 1977 1 2 
823.19 522.00 1977 1 2 
823.33 522.19 1977 1 2 
823.34 522.23 1977 1 2 
823.97 522.42 1977 1 2 
824.05 522.51 1977 1 2 
824.08 522.72 1977 1 2 
824.31 522.91 1977 1 2 
824.44 522.92 1977 1 2 
824.65 522.92 1977 1 2 
824.65 522.98 1977 1 2 
824.66 523.13 1978 1 2 
825.04 523.34 1978 1 2 
825.20 523.42 1978 1 2 
825.21 523.70 1978 1 2 
825.27 523.77 1978 1 2 
825.31 523.80 1978 1 2 
825.39 523.83 1978 1 2 
825.91 524.12 1978 1 2 
825.94 524.21 1978 1 2 
826.15 524.33 1978 1 2 
826.44 524.34 1978 1 2 
826.65 524.41 1978 1 2 
826.77 524.47 1978 1 2 
826.78 524.54 1978 1 2 
826.85 524.63 1978 1 2 
826.86 524.68 1978 1 2 
826.94 524.83 1978 1 2 
826.95 524.97 1978 1 2 
827.01 525.04 1978 1 2 
827.16 525.17 1978 1 2 
827.17 525.26 1978 1 2 
827.22 525.41 1978 1 2 
827.34 525.64 1978 1 2 
827.53 525.69 1978 1 2 
827.56 525.92 1978 1 2 
827.56 525.99 1978 1 2 
827.72 526.21 1978 1 2 
827.91 526.33 1978 1 2 
828.03 526.38 1978 1 2 
828.05 526.43 1978 1 2 
828.36 526.43 1978 1 2 
828.36 526.44 1978 1 2 
828.97 526.50 1978 1 2 
828.98 526.83 1978 1 2 
829.12 527.01 1978 1 2 
829.16 527.08 1978 1 2 
829.21 527.09 1978 1 2 
829.42 527.41 1978 1 2 
829.46 527.47 1978 1 2 
829.53 527.81 1978 1 2 
829.58 527.83 1978 1 2 
829.58 527.85 1978 1 2 
829.61 527.88 1978 1 2 
830.00 528.01 1978 1 2 
830.45 528.18 1978 1 2 
830.48 528.38 1978 1 2 
830.56 528.67 1978 1 2 
830.68 528.68 1978 1 2 
830.74 528.69 1978 1 2 
830.84 528.77 1978 1 2 
830.86 528.78 1978 1 2 
830.94 528.79 1978 1 2 
831.32 528.89 1978 1 2 
831.33 528.93 1978 1 2 
831.39 529.05 1978 1 2 
831.40 529.06 1978 1 2 
831.45 529.26 1978 1 2 
831.77 529.48 1978 1 2 
831.85 529.50 1978 1 2 
831.91 529.73 1978 1 2 
831.99 529.74 1978 1 2 
832.00 529.77 1978 1 2 
832.14 529.89 1978 1 2 
832.35 530.02 1978 1 2 
832.40 530.07 1978 1 2 
832.56 530.24 1978 1 2 
832.80 530.29 1978 1 2 
832.94 530.45 1978 1 2 
832.95 530.51 1978 1 2 
833.06 530.90 1978 1 2 
833.09 531.20 1978 1 2 
833.54 531.33 1978 1 2 
833.58 531.47 1978 1 2 
834.17 531.67 1978 1 2 
834.51 531.70 1978 1 2 
834.56 531.91 1978 1 2 
834.69 532.00 1978 1 2 
834.69 532.11 1978 1 2 
834.76 532.42 1978 1 2 
834.84 532.46 1978 1 2 
834.99 532.53 1978 1 2 
835.31 532.85 1978 1 2 
835.34 532.87 1978 1 2 
835.54 532.88 1978 1 2 
835.56 532.99 1978 1 2 
835.67 533.02 1978 1 2 
835.86 533.07 1978 1 2 
835.93 533.17 1978 1 2 
836.05 533.25 1978 1 2 
836.10 533.27 1978 1 2 
836.11 533.41 1978 1 2 
836.13 533.59 1978 1 2 
836.17 533.59 1978 1 2 
836.19 533.62 1978 1 2 
836.24 533.72 1978 1 2 
836.25 533.72 1978 1 2 
836.30 533.79 1978 1 2 
836.35 533.86 1978 1 2 
836.40 533.89 1978 1 2 
836.55 534.01 1978 1 2 
836.70 534.07 1978 1 2 
836.72 534.22 1978 1 2 
836.74 534.39 1978 1 2 
836.82 534.42 1978 1 2 
837.03 534.43 1978 1 2 
837.13 534.45 1978 1 2 
837.14 534.45 1978 1 2 
837.21 534.49 1978 1 2 
837.28 534.73 1978 1 2 
837.45 534.85 1978 1 2 
837.65 534.88 1978 1 2 
837.66 535.10 1978 1 2 
837.69 535.12 1978 1 2 
837.78 535.14 1978 1 2 
837.82 535.44 1978 1 2 
837.99 535.45 1978 1 2 
838.24 535.50 1978 1 2 
838.42 535.67 1978 1 2 
838.48 535.74 1978 1 2 
838.51 535.77 1978 1 2 
838.67 535.84 1978 1 2 
838.76 535.92 1978 1 2 
838.81 536.09 1978 1 2 
838.91 536.11 1978 1 2 
838.94 536.18 1978 1 2 
838.99 536.21 1978 1 2 
839.23 536.21 1978 1 2 
839.32 536.35 1978 1 2 
839.38 536.44 1978 1 2 
839.49 536.51 1978 1 2 
839.62 536.63 1978 1 2 
839.70 536.79 1978 1 2 
839.99 536.81 1978 1 2 
840.03 536.88 1978 1 2 
840.06 536.93 1978 1 2 
840.13 537.08 1978 1 2 
840.25 537.21 1978 1 2 
840.43 537.39 1978 1 2 
840.44 537.60 1978 1 2 
840.77 537.62 1979 1 2 
840.85 537.78 1979 1 2 
840.86 537.79 1979 1 2 
840.88 538.08 1979 1 2 
840.88 538.13 1979 1 2 
840.91 538.19 1979 1 2 
841.03 538.46 1979 1 2 
841.07 538.64 1979 1 2 
841.12 538.69 1979 1 2 
841.16 538.84 1979 1 2 
841.17 538.90 1979 1 2 
841.32 538.93 1979 1 2 
841.52 539.01 1979 1 2 
841.53 539.44 1979 1 2 
841.55 539.52 1979 1 2 
841.63 539.54 1979 1 2 
841.75 539.71 1979 1 2 
841.76 539.74 1979 1 2 
841.78 539.81 1979 1 2 
841.98 539.83 1979 1 2 
842.09 539.89 1979 1 2 
842.11 540.13 1979 1 2 
842.15 540.32 1979 1 2 
842.18 540.40 1979 1 2 
842.20 540.62 1979 1 2 
842.34 540.78 1979 1 2 
842.43 540.83 1979 1 2 
842.44 541.14 1979 1 2 
842.52 541.41 1979 1 2 
842.55 541.42 1979 1 2 
842.59 541.46 1979 1 2 
843.09 541.67 1979 1 2 
843.19 541.75 1979 1 2 
843.28 541.78 1979 1 2 
843.47 541.82 1979 1 2 
843.49 542.27 1979 1 2 
843.51 542.41 1979 1 2 
843.55 542.46 1979 1 2 
843.56 542.49 1979 1 2 
843.67 542.50 1979 1 2 
843.69 542.52 1979 1 2 
843.72 542.55 1979 1 2 
843.84 542.66 1979 1 2 
843.89 542.93 1979 1 2 
843.97 543.00 1979 1 2 
844.00 543.02 1979 1 2 
844.00 543.05 1979 1 2 
844.01 543.17 1979 1 2 
844.14 543.19 1979 1 2 
844.16 543.19 1979 1 2 
844.20 543.39 1979 1 2 
844.38 543.40 1979 1 2 
844.39 543.51 1979 1 2 
844.72 543.51 1979 1 2 
844.72 543.54 1979 1 2 
844.80 543.59 1979 1 2 
844.90 543.60 1979 1 2 
845.06 543.73 1979 1 2 
845.46 543.80 1979 1 2 
845.48 543.84 1979 1 2 
845.52 543.95 1979 1 2 
845.62 543.98 1979 1 2 
845.83 544.11 1979 1 2 
845.89 544.21 1979 1 2 
845.92 544.32 1979 1 2 
845.92 544.47 1979 1 2 
845.93 544.73 1979 1 2 
845.96 544.91 1979 1 3 
846.08 544.93 1979 1 3 
846.12 544.93 1979 1 3 
846.14 544.98 1979 1 3 
846.16 544.99 1979 1 3 
846.28 545.04 1979 1 3 
846.38 545.09 1979 1 3 
846.40 545.10 1979 1 3 
846.50 545.20 1979 1 3 
846.51 545.31 1979 1 3 
846.59 545.32 1979 1 3 
846.62 545.36 1979 1 3 
846.86 545.38 1979 1 3 
846.89 545.42 1979 1 3 
846.92 545.47 1979 1 3 
847.11 545.53 1979 1 3 
847.20 545.58 1979 1 3 
847.26 545.71 1979 1 3 
847.34 545.79 1979 1 3 
847.39 545.79 1979 1 3 
847.48 545.87 1979 1 3 
847.48 546.07 1979 1 3 
847.55 546.07 1979 1 3 
847.59 546.10 1979 1 3 
847.67 546.21 1979 1 3 
847.77 546.22 1979 1 3 
847.78 546.29 1979 1 3 
847.79 546.38 1979 1 3 
847.80 546.54 1979 1 3 
847.98 546.57 1979 1 3 
848.03 546.59 1979 1 3 
848.04 546.64 1979 1 3 
848.10 546.74 1979 1 3 
848.31 546.75 1979 1 3 
848.32 546.77 1979 1 3 
848.39 546.96 1979 1 3 
848.50 547.04 1979 1 3 
848.66 547.10 1979 1 3 
848.67 547.18 1979 1 3 
848.81 547.20 1979 1 3 
848.86 547.27 1979 1 3 
848.90 547.37 1979 1 3 
849.09 547.52 1979 1 3 
849.17 547.53 1979 1 3 
849.18 547.85 1979 1 3 
849.19 547.90 1979 1 3 
849.23 547.96 1979 1 3 
849.28 548.04 1979 1 3 
849.29 548.22 1979 1 3 
849.32 548.26 1979 1 3 
849.40 548.28 1979 1 3 
849.41 548.33 1979 1 3 
849.46 548.36 1979 1 3 
849.52 548.41 1979 1 3 
849.53 548.49 1979 1 3 
849.56 548.73 1979 1 3 
849.66 548.76 1979 1 3 
849.69 548.84 1979 1 3 
849.71 548.88 1979 1 3 
849.73 548.94 1979 1 3 
849.75 548.95 1979 1 3 
849.79 549.12 1979 1 3 
849.83 549.13 1979 1 3 
849.86 549.20 1979 1 3 
849.95 549.44 1979 1 3 
850.00 549.47 1979 1 3 
850.04 549.59 1979 1 3 
850.09 549.80 1979 1 3 
850.14 549.93 1979 1 3 
850.19 549.96 1979 1 3 
850.26 549.98 1979 1 3 
850.32 550.14 1979 1 3 
850.35 550.14 1979 1 3 
850.37 550.31 1979 1 3 
850.56 550.31 1979 1 3 
850.61 550.40 1979 1 3 
850.65 550.48 1979 1 3 
850.75 550.48 1979 1 3 
850.93 550.72 1979 1 3 
850.93 550.79 1979 1 3 
851.08 550.84 1979 1 3 
851.10 550.89 1979 1 3 
851.14 551.08 1979 1 3 
851.30 551.13 1979 1 3 
851.44 551.19 1979 1 3 
851.56 551.24 1979 1 3 
851.79 551.33 1979 1 3 
851.83 551.42 1979 1 3 
851.96 551.50 1979 1 3 
852.04 551.60 1979 1 3 
852.04 551.69 1979 1 3 
852.13 551.76 1979 1 3 
852.17 551.96 1979 1 3 
852.18 552.00 1979 1 3 
852.22 552.12 1979 1 3 
852.22 552.14 1980 1 3 
852.42 552.18 1980 1 3 
852.45 552.20 1980 1 3 
852.50 552.29 1980 1 3 
852.52 552.34 1980 1 3 
852.69 552.41 1980 1 3 
852.72 552.47 1980 1 3 
852.79 552.50 1980 1 3 
852.80 552.51 1980 1 3 
852.88 552.55 1980 1 3 
852.90 552.55 1980 1 3 
852.97 552.55 1980 1 3 
853.05 552.70 1980 1 3 
853.06 552.76 1980 1 3 
853.23 552.95 1980 1 3 
853.24 552.96 1980 1 3 
853.25 552.97 1980 1 3 
853.25 552.99 1980 1 3 
853.29 553.01 1980 1 3 
853.36 553.06 1980 1 3 
853.47 553.15 1980 1 3 
853.47 553.21 1980 1 3 
853.66 553.21 1980 1 3 
853.87 553.32 1980 1 3 
854.05 553.60 1980 1 3 
854.09 553.64 1980 1 3 
854.14 553.66 1980 1 3 
854.20 553.69 1980 1 3 
854.28 553.88 1980 1 3 
854.44 553.89 1980 1 3 
854.44 554.08 1980 1 3 
854.46 554.34 1980 1 3 
854.58 554.43 1980 1 3 
854.62 554.45 1980 1 3 
854.63 554.53 1980 1 3 
854.67 554.58 1980 1 3 
854.76 554.73 1980 1 3 
854.84 554.74 1980 1 3 
854.89 554.82 1980 1 3 
854.95 554.84 1980 1 3 
855.01 554.87 1980 1 3 
855.05 554.87 1980 1 3 
855.07 554.90 1980 1 3 
855.07 554.94 1980 1 3 
855.16 554.98 1980 1 3 
855.32 555.05 1980 1 3 
855.49 555.09 1980 1 3 
855.68 555.12 1980 1 3 
855.73 555.13 1980 1 3 
855.74 555.19 1980 1 3 
856.00 555.20 1980 1 3 
856.03 555.27 1980 1 3 
856.04 555.31 1980 1 3 
856.09 555.33 1980 1 3 
856.12 555.34 1980 1 3 
856.13 555.47 1980 1 3 
856.19 555.62 1980 1 3 
856.22 555.62 1980 1 3 
856.30 555.64 1980 1 3 
856.46 555.68 1980 1 3 
856.59 555.69 1980 1 3 
856.81 555.75 1980 1 3 
856.84 555.81 1980 1 3 
856.86 555.82 1980 1 3 
856.91 555.85 1980 1 3 
856.92 555.98 1980 1 3 
857.05 556.04 1980 1 3 
857.13 556.07 1980 1 3 
857.18 556.15 1980 1 3 
857.21 556.19 1980 1 3 
857.22 556.29 1980 1 3 
857.23 556.33 1980 1 3 
857.26 556.41 1980 1 3 
857.32 556.41 1980 1 3 
857.35 556.42 1980 1 3 
857.40 556.53 1980 1 3 
857.40 556.58 1980 1 3 
857.49 556.59 1980 1 3 
857.64 556.80 1980 1 3 
857.64 556.91 1980 1 3 
857.85 556.97 1980 1 3 
857.85 557.17 1980 1 3 
857.99 557.34 1980 1 3 
858.02 557.44 1980 1 3 
858.05 557.57 1980 1 3 
858.11 557.61 1980 1 3 
858.14 557.86 1980 1 3 
858.14 557.98 1980 1 3 
858.17 557.99 1980 1 3 
858.20 558.11 1980 1 3 
858.28 558.34 1980 1 3 
858.30 558.36 1980 1 3 
858.32 558.37 1980 1 3 
858.36 558.44 1980 1 3 
858.38 558.55 1980 1 3 
858.45 558.87 1980 1 3 
858.50 559.03 1980 1 3 
858.54 559.04 1980 1 3 
858.63 559.09 1980 1 3 
858.69 559.21 1980 1 3 
858.69 559.27 1980 1 3 
858.71 559.33 1980 1 3 
858.95 559.39 1980 1 3 
859.02 559.59 1980 1 3 
859.04 559.74 1980 1 3 
859.05 559.93 1980 1 3 
859.16 560.02 1980 1 3 
859.19 560.06 1980 1 3 
859.23 560.09 1980 1 3 
859.25 560.13 1980 1 3 
859.26 560.22 1980 1 3 
859.30 560.23 1980 1 3 
859.36 560.25 1980 1 3 
859.43 560.29 1980 1 3 
859.47 560.44 1980 1 3 
859.48 560.46 1980 1 3 
859.50 560.47 1980 1 3 
859.54 560.50 1980 1 3 
859.68 560.54 1980 1 3 
859.75 560.55 1980 1 3 
859.78 560.60 1980 1 3 
859.83 560.63 1980 1 3 
859.85 560.69 1980 1 3 
859.88 560.69 1980 1 3 
860.11 560.69 1980 1 3 
860.13 560.74 1980 1 3 
860.24 560.76 1980 1 3 
860.37 560.83 1980 1 3 
860.43 560.89 1980 1 3 
860.51 560.93 1980 1 3 
860.56 561.06 1980 1 3 
860.64 561.07 1980 1 3 
860.65 561.10 1980 1 3 
860.78 561.10 1980 1 3 
860.86 561.11 1980 1 3 
861.07 561.15 1980 1 3 
861.18 561.15 1980 1 3 
861.32 561.24 1980 1 3 
861.43 561.26 1980 1 3 
861.45 561.34 1980 1 3 
861.47 561.38 1980 1 3 
861.58 561.40 1980 1 3 
861.85 561.46 1980 1 3 
861.99 561.48 1980 1 3 
862.01 561.59 1980 1 3 
862.02 561.73 1980 1 3 
862.17 561.82 1980 1 3 
862.18 562.08 1980 1 3 
862.26 562.25 1980 1 3 
862.34 562.48 1980 1 3 
862.35 562.52 1980 1 3 
862.39 562.55 1980 1 3 
862.41 562.63 1980 1 3 
862.41 562.77 1980 1 3 
862.54 562.98 1980 1 3 
862.54 562.98 1980 1 3 
862.55 562.99 1980 1 3 
862.56 563.13 1980 1 3 
862.57 563.22 1980 1 3 
862.76 563.23 1980 1 3 
862.79 563.24 1980 1 3 
862.82 563.42 1980 1 3 
862.91 563.43 1980 1 3 
862.98 563.51 1980 1 3 
863.12 563.68 1980 1 3 
863.20 563.70 1980 1 4 
863.24 563.83 1980 1 4 
863.26 564.01 1980 1 4 
863.44 564.03 1980 1 4 
863.46 564.05 1980 1 4 
863.49 564.11 1980 1 4 
863.57 564.14 1980 1 4 
863.61 564.16 1980 1 4 
863.69 564.17 1980 1 4 
863.69 564.20 1980 1 4 
863.79 564.30 1980 1 4 
863.79 564.39 1980 1 4 
863.82 564.56 1980 1 4 
863.89 564.58 1980 1 4 
863.97 564.63 1980 1 4 
863.98 565.03 1980 1 4 
864.09 565.05 1980 1 4 
864.10 565.11 1980 1 4 
864.18 565.17 1980 1 4 
864.24 565.30 1980 1 4 
864.43 565.31 1981 1 4 
864.44 565.31 1981 1 4 
864.51 565.42 1981 1 4 
864.51 565.46 1981 1 4 
864.53 565.52 1981 1 4 
864.54 565.57 1981 1 4 
