street,city,state,zip,price,sqFt,year,has_doorman,min_from_subway,user_id
14th str.,New York,NY,10009,760.40,450.34,1973,1,0,5904
14th str.,New York,NY,10009,760.50,450.71,1973,1,0,5805
14th str.,New York,NY,10009,762.80,451.88,1973,1,0,8726
14th str.,New York,NY,10009,762.82,451.95,1973,1,0,4547
14th str.,New York,NY,10009,763.29,452.55,1973,1,0,1682
14th str.,New York,NY,10009,763.71,452.65,1973,1,0,8316
14th str.,New York,NY,10009,763.81,452.66,1973,1,0,1498
14th str.,New York,NY,10009,763.98,452.79,1973,1,0,5453
14th str.,New York,NY,10009,764.46,453.33,1973,1,0,5048
14th str.,New York,NY,10009,764.68,453.38,1973,1,0,406
14th str.,New York,NY,10009,764.80,454.36,1973,1,0,6243
14th str.,New York,NY,10009,765.58,454.80,1973,1,0,1828
14th str.,New York,NY,10009,765.64,454.99,1973,1,0,4668
14th str.,New York,NY,10009,765.70,455.58,1974,1,0,1760
14th str.,New York,NY,10009,766.03,456.10,1974,1,0,5895
14th str.,New York,NY,10009,766.63,456.39,1974,1,0,5022
14th str.,New York,NY,10009,767.38,457.12,1974,1,0,1157
14th str.,New York,NY,10009,767.79,457.19,1974,1,0,65
14th str.,New York,NY,10009,767.87,457.22,1974,1,0,2445
14th str.,New York,NY,10009,767.88,458.01,1974,1,0,5547
14th str.,New York,NY,10009,767.96,458.38,1974,1,0,2860
14th str.,New York,NY,10009,768.43,458.71,1974,1,0,6117
14th str.,New York,NY,10009,768.44,458.93,1974,1,0,8346
14th str.,New York,NY,10009,768.79,459.61,1974,1,0,2844
14th str.,New York,NY,10009,769.21,460.14,1974,1,0,4062
14th str.,New York,NY,10009,769.48,460.47,1974,1,0,5027
14th str.,New York,NY,10009,770.25,461.03,1974,1,0,1059
14th str.,New York,NY,10009,770.50,461.20,1974,1,0,1871
14th str.,New York,NY,10009,770.76,461.30,1974,1,0,6384
14th str.,New York,NY,10009,771.33,461.65,1974,1,0,2953
14th str.,New York,NY,10009,771.51,461.75,1974,1,0,2413
14th str.,New York,NY,10009,771.68,463.11,1974,1,0,701
14th str.,New York,NY,10009,772.35,463.39,1974,1,0,1895
14th str.,New York,NY,10009,772.52,463.73,1974,1,0,6863
14th str.,New York,NY,10009,772.75,463.73,1974,1,0,6707
14th str.,New York,NY,10009,772.79,464.63,1974,1,0,3297
14th str.,New York,NY,10009,773.98,465.25,1974,1,1,2099
14th str.,New York,NY,10009,774.66,465.46,1974,1,1,4875
14th str.,New York,NY,10009,774.75,467.16,1974,1,1,2268
14th str.,New York,NY,10009,775.35,467.49,1974,1,1,2604
14th str.,New York,NY,10009,775.58,468.54,1974,1,1,3551
14th str.,New York,NY,10009,775.61,468.61,1974,1,1,1356
14th str.,New York,NY,10009,776.19,469.49,1974,1,1,3821
14th str.,New York,NY,10009,776.90,469.60,1974,1,1,3890
14th str.,New York,NY,10009,777.50,470.01,1975,1,1,3582
14th str.,New York,NY,10009,777.52,470.24,1975,1,1,7208
14th str.,New York,NY,10009,777.86,471.31,1975,1,1,10191
14th str.,New York,NY,10009,777.97,471.47,1975,1,1,115
14th str.,New York,NY,10009,778.25,471.61,1975,1,1,2990
14th str.,New York,NY,10009,778.40,471.65,1975,1,1,6595
14th str.,New York,NY,10009,778.40,471.67,1975,1,1,3045
14th str.,New York,NY,10009,778.41,472.02,1975,1,1,2519
14th str.,New York,NY,10009,778.68,472.13,1975,1,1,5181
14th str.,New York,NY,10009,779.18,472.89,1975,1,1,3328
14th str.,New York,NY,10009,779.34,473.19,1975,1,1,156
14th str.,New York,NY,10009,779.38,473.20,1975,1,1,3580
14th str.,New York,NY,10009,779.38,473.20,1975,1,1,681
14th str.,New York,NY,10009,779.92,473.73,1975,1,1,10029
14th str.,New York,NY,10009,780.93,473.85,1975,1,1,1209
14th str.,New York,NY,10009,781.77,474.43,1975,1,1,929
14th str.,New York,NY,10009,782.15,474.68,1975,1,1,5175
14th str.,New York,NY,10009,782.95,475.16,1975,1,1,4427
14th str.,New York,NY,10009,783.43,476.08,1975,1,1,8440
14th str.,New York,NY,10009,783.87,476.13,1975,1,1,1035
14th str.,New York,NY,10009,784.20,476.29,1975,1,1,1962
14th str.,New York,NY,10009,784.30,476.98,1975,1,1,6252
14th str.,New York,NY,10009,784.55,477.13,1975,1,1,1980
14th str.,New York,NY,10009,784.85,477.30,1975,1,1,14
14th str.,New York,NY,10009,784.90,477.45,1975,1,1,8580
14th str.,New York,NY,10009,785.04,477.68,1975,1,1,2423
14th str.,New York,NY,10009,785.33,478.16,1975,1,1,2334
14th str.,New York,NY,10009,785.41,478.22,1975,1,1,1767
14th str.,New York,NY,10009,785.45,478.37,1975,1,1,3255
14th str.,New York,NY,10009,785.76,478.65,1975,1,1,7611
14th str.,New York,NY,10009,785.77,479.10,1975,1,1,5115
14th str.,New York,NY,10009,786.13,479.37,1975,1,1,673
14th str.,New York,NY,10009,786.14,479.49,1975,1,1,6679
14th str.,New York,NY,10009,786.19,479.84,1975,1,1,3978
14th str.,New York,NY,10009,786.66,480.02,1975,1,1,8690
14th str.,New York,NY,10009,786.84,480.03,1975,1,1,1007
14th str.,New York,NY,10009,787.14,480.16,1975,1,1,1588
14th str.,New York,NY,10009,787.20,480.59,1975,1,1,73
14th str.,New York,NY,10009,787.59,481.49,1975,1,1,4315
14th str.,New York,NY,10009,787.71,481.91,1975,1,1,7433
14th str.,New York,NY,10009,787.82,482.21,1975,1,1,1756
14th str.,New York,NY,10009,787.91,482.51,1975,1,1,4556
14th str.,New York,NY,10009,788.11,482.55,1975,1,1,4685
14th str.,New York,NY,10009,788.36,483.45,1975,1,1,6681
14th str.,New York,NY,10009,788.37,483.75,1975,1,1,1530
14th str.,New York,NY,10009,788.80,483.90,1975,1,1,3275
14th str.,New York,NY,10009,789.04,484.18,1975,1,1,2059
14th str.,New York,NY,10009,789.33,484.20,1975,1,1,1433
14th str.,New York,NY,10009,789.40,484.21,1975,1,1,764
14th str.,New York,NY,10009,789.43,484.23,1975,1,1,2095
14th str.,New York,NY,10009,789.68,484.39,1975,1,1,4818
14th str.,New York,NY,10009,789.71,484.91,1975,1,1,3369
14th str.,New York,NY,10009,789.72,485.07,1975,1,1,877
14th str.,New York,NY,10009,789.74,485.39,1975,1,1,1085
14th str.,New York,NY,10009,790.62,485.56,1975,1,1,4538
14th str.,New York,NY,10009,791.05,485.66,1975,1,1,2840
14th str.,New York,NY,10009,791.12,485.84,1975,1,1,69
14th str.,New York,NY,10009,792.05,486.84,1975,1,1,3856
14th str.,New York,NY,10009,792.08,486.91,1975,1,1,3081
14th str.,New York,NY,10009,792.18,487.18,1975,1,1,1154
14th str.,New York,NY,10009,792.37,487.52,1975,1,1,4523
14th str.,New York,NY,10009,792.94,487.63,1975,1,1,1211
14th str.,New York,NY,10009,794.05,488.63,1975,1,1,741
14th str.,New York,NY,10009,794.52,488.78,1975,1,1,1036
14th str.,New York,NY,10009,794.64,488.90,1975,1,1,3160
14th str.,New York,NY,10009,794.72,489.12,1975,1,1,4324
14th str.,New York,NY,10009,794.92,489.16,1976,1,1,3833
14th str.,New York,NY,10009,795.20,489.22,1976,1,1,2719
14th str.,New York,NY,10009,795.22,489.28,1976,1,1,630
14th str.,New York,NY,10009,795.27,489.34,1976,1,1,1710
14th str.,New York,NY,10009,795.28,489.93,1976,1,1,1655
14th str.,New York,NY,10009,795.44,489.94,1976,1,1,656
14th str.,New York,NY,10009,796.45,490.00,1976,1,1,823
14th str.,New York,NY,10009,796.88,490.06,1976,1,1,2349
14th str.,New York,NY,10009,797.24,490.15,1976,1,1,3349
14th str.,New York,NY,10009,797.28,490.39,1976,1,1,4944
14th str.,New York,NY,10009,797.34,490.90,1976,1,1,918
14th str.,New York,NY,10009,798.09,491.02,1976,1,1,3176
14th str.,New York,NY,10009,798.62,491.28,1976,1,1,636
14th str.,New York,NY,10009,798.74,491.48,1976,1,1,2539
14th str.,New York,NY,10009,798.83,491.51,1976,1,1,3110
14th str.,New York,NY,10009,799.07,491.55,1976,1,1,3692
14th str.,New York,NY,10009,799.49,491.82,1976,1,1,5000
14th str.,New York,NY,10009,799.77,492.12,1976,1,1,6913
14th str.,New York,NY,10009,799.84,492.17,1976,1,1,2981
14th str.,New York,NY,10009,799.87,492.31,1976,1,1,4292
14th str.,New York,NY,10009,800.07,492.70,1976,1,1,7377
14th str.,New York,NY,10009,800.24,492.79,1976,1,1,276
14th str.,New York,NY,10009,800.70,492.84,1976,1,1,5739
14th str.,New York,NY,10009,800.88,492.87,1976,1,1,2161
14th str.,New York,NY,10009,801.17,493.10,1976,1,1,3105
14th str.,New York,NY,10009,801.37,493.43,1976,1,1,520
14th str.,New York,NY,10009,801.42,493.66,1976,1,1,904
14th str.,New York,NY,10009,801.50,493.84,1976,1,1,5817
14th str.,New York,NY,10009,801.53,494.17,1976,1,1,6536
14th str.,New York,NY,10009,801.58,494.34,1976,1,1,3515
14th str.,New York,NY,10009,801.64,495.54,1976,1,1,7849
14th str.,New York,NY,10009,801.91,495.66,1976,1,1,2875
14th str.,New York,NY,10009,802.25,495.69,1976,1,1,4105
14th str.,New York,NY,10009,802.47,495.99,1976,1,1,5142
14th str.,New York,NY,10009,802.71,496.13,1976,1,1,4880
14th str.,New York,NY,10009,802.87,496.21,1976,1,1,2519
14th str.,New York,NY,10009,803.02,496.54,1976,1,1,2605
14th str.,New York,NY,10009,803.10,496.78,1976,1,1,3684
14th str.,New York,NY,10009,803.49,497.20,1976,1,1,1892
14th str.,New York,NY,10009,803.64,497.30,1976,1,1,4485
14th str.,New York,NY,10009,803.85,497.35,1976,1,1,5520
14th str.,New York,NY,10009,804.18,497.49,1976,1,1,6681
14th str.,New York,NY,10009,804.30,497.68,1976,1,1,4150
14th str.,New York,NY,10009,804.39,498.13,1976,1,1,1186
14th str.,New York,NY,10009,804.87,498.15,1976,1,1,6230
14th str.,New York,NY,10009,804.88,498.41,1976,1,1,5710
14th str.,New York,NY,10009,804.92,498.60,1976,1,1,7009
14th str.,New York,NY,10009,804.93,498.90,1976,1,1,4004
14th str.,New York,NY,10009,804.96,498.95,1976,1,1,6264
14th str.,New York,NY,10009,805.26,498.99,1976,1,1,3691
14th str.,New York,NY,10009,805.37,499.03,1976,1,1,1858
14th str.,New York,NY,10009,805.50,499.23,1976,1,1,2877
14th str.,New York,NY,10009,805.50,499.35,1976,1,1,213
14th str.,New York,NY,10009,805.69,499.43,1976,1,1,524
14th str.,New York,NY,10009,805.92,499.78,1976,1,1,7108
14th str.,New York,NY,10009,806.15,499.84,1976,1,1,1441
14th str.,New York,NY,10009,806.19,500.02,1976,1,1,3993
14th str.,New York,NY,10009,806.21,500.23,1976,1,1,4883
14th str.,New York,NY,10009,806.23,500.45,1976,1,1,5863
14th str.,New York,NY,10009,806.27,500.80,1976,1,1,242
14th str.,New York,NY,10009,806.78,500.84,1976,1,1,3170
14th str.,New York,NY,10009,806.81,500.88,1976,1,1,810
14th str.,New York,NY,10009,806.82,501.01,1976,1,1,6564
14th str.,New York,NY,10009,806.86,501.07,1976,1,1,4582
14th str.,New York,NY,10009,806.93,501.24,1976,1,1,5774
14th str.,New York,NY,10009,806.99,501.46,1976,1,1,6515
14th str.,New York,NY,10009,807.20,501.54,1976,1,1,5595
14th str.,New York,NY,10009,807.30,501.90,1976,1,1,3982
14th str.,New York,NY,10009,807.58,502.00,1976,1,1,2544
14th str.,New York,NY,10009,807.95,502.11,1976,1,1,2004
14th str.,New York,NY,10009,808.08,502.21,1976,1,1,218
14th str.,New York,NY,10009,808.17,502.78,1976,1,1,3965
14th str.,New York,NY,10009,808.27,502.88,1976,1,1,3834
14th str.,New York,NY,10009,808.51,503.13,1976,1,1,3169
14th str.,New York,NY,10009,808.62,503.21,1976,1,1,3676
14th str.,New York,NY,10009,808.63,503.33,1976,1,1,5209
14th str.,New York,NY,10009,808.93,503.41,1976,1,1,657
14th str.,New York,NY,10009,808.98,503.70,1976,1,1,3397
14th str.,New York,NY,10009,809.32,504.15,1976,1,1,5964
14th str.,New York,NY,10009,809.47,504.37,1976,1,1,6256
14th str.,New York,NY,10009,809.57,504.54,1976,1,1,3573
14th str.,New York,NY,10009,809.77,504.56,1976,1,1,3494
14th str.,New York,NY,10009,809.81,504.59,1976,1,1,7472
14th str.,New York,NY,10009,809.90,505.07,1977,1,1,4272
14th str.,New York,NY,10009,810.07,505.29,1977,1,1,5297
14th str.,New York,NY,10009,810.24,505.43,1977,1,1,252
14th str.,New York,NY,10009,810.32,505.79,1977,1,1,2401
14th str.,New York,NY,10009,810.44,505.89,1977,1,1,1354
14th str.,New York,NY,10009,810.72,506.31,1977,1,1,3794
14th str.,New York,NY,10009,810.84,506.60,1977,1,1,3387
14th str.,New York,NY,10009,810.91,506.85,1977,1,1,700
14th str.,New York,NY,10009,810.99,506.98,1977,1,1,1743
14th str.,New York,NY,10009,810.99,507.45,1977,1,1,791
14th str.,New York,NY,10009,811.12,507.62,1977,1,1,6339
14th str.,New York,NY,10009,811.30,507.70,1977,1,1,6774
14th str.,New York,NY,10009,811.40,507.82,1977,1,1,7243
14th str.,New York,NY,10009,811.70,507.84,1977,1,1,7543
14th str.,New York,NY,10009,811.84,508.14,1977,1,1,2037
14th str.,New York,NY,10009,811.87,508.45,1977,1,1,3247
14th str.,New York,NY,10009,812.06,508.50,1977,1,1,2549
14th str.,New York,NY,10009,812.65,508.50,1977,1,1,5876
14th str.,New York,NY,10009,812.98,508.57,1977,1,1,2731
14th str.,New York,NY,10009,813.03,508.70,1977,1,1,3538
14th str.,New York,NY,10009,813.25,508.71,1977,1,1,2407
14th str.,New York,NY,10009,813.25,509.00,1977,1,1,913
14th str.,New York,NY,10009,813.43,509.30,1977,1,1,3111
14th str.,New York,NY,10009,813.51,509.43,1977,1,1,2100
14th str.,New York,NY,10009,813.59,509.54,1977,1,1,3661
14th str.,New York,NY,10009,813.64,509.54,1977,1,1,6381
14th str.,New York,NY,10009,813.65,509.55,1977,1,1,428
14th str.,New York,NY,10009,813.71,509.74,1977,1,1,697
14th str.,New York,NY,10009,813.75,509.75,1977,1,1,8828
14th str.,New York,NY,10009,813.79,509.78,1977,1,1,3554
14th str.,New York,NY,10009,813.80,509.87,1977,1,1,131
14th str.,New York,NY,10009,813.82,509.90,1977,1,1,469
14th str.,New York,NY,10009,813.84,511.26,1977,1,1,3378
14th str.,New York,NY,10009,813.85,511.27,1977,1,1,1655
14th str.,New York,NY,10009,814.05,511.52,1977,1,1,3112
14th str.,New York,NY,10009,814.07,511.56,1977,1,1,3712
14th str.,New York,NY,10009,814.38,512.07,1977,1,1,2271
14th str.,New York,NY,10009,814.54,512.39,1977,1,1,7211
14th str.,New York,NY,10009,814.56,512.42,1977,1,1,3978
14th str.,New York,NY,10009,814.74,512.45,1977,1,1,3833
14th str.,New York,NY,10009,815.09,512.69,1977,1,1,5081
14th str.,New York,NY,10009,815.18,513.14,1977,1,1,7179
14th str.,New York,NY,10009,815.29,513.15,1977,1,1,164
14th str.,New York,NY,10009,815.31,513.34,1977,1,1,3811
14th str.,New York,NY,10009,815.39,513.34,1977,1,1,1756
14th str.,New York,NY,10009,815.53,513.65,1977,1,1,2167
14th str.,New York,NY,10009,815.56,513.74,1977,1,1,2456
14th str.,New York,NY,10009,815.56,513.90,1977,1,1,3263
14th str.,New York,NY,10009,815.60,514.07,1977,1,1,3175
14th str.,New York,NY,10009,815.63,514.16,1977,1,1,2001
14th str.,New York,NY,10009,815.77,514.36,1977,1,1,4812
14th str.,New York,NY,10009,815.81,514.45,1977,1,1,2175
14th str.,New York,NY,10009,815.89,514.50,1977,1,1,7626
14th str.,New York,NY,10009,815.93,514.51,1977,1,1,1048
14th str.,New York,NY,10009,815.97,514.52,1977,1,1,1213
14th str.,New York,NY,10009,816.10,514.77,1977,1,1,9587
14th str.,New York,NY,10009,816.18,515.29,1977,1,1,9228
14th str.,New York,NY,10009,816.39,515.42,1977,1,1,4790
14th str.,New York,NY,10009,816.71,515.52,1977,1,1,6962
14th str.,New York,NY,10009,816.81,515.66,1977,1,1,5746
14th str.,New York,NY,10009,816.86,515.68,1977,1,1,1324
14th str.,New York,NY,10009,816.97,515.68,1977,1,1,3057
14th str.,New York,NY,10009,817.14,515.84,1977,1,1,2747
14th str.,New York,NY,10009,817.19,515.86,1977,1,1,5245
14th str.,New York,NY,10009,817.44,516.08,1977,1,1,4607
14th str.,New York,NY,10009,817.92,516.16,1977,1,1,2566
14th str.,New York,NY,10009,818.07,516.20,1977,1,1,5133
14th str.,New York,NY,10009,818.49,516.27,1977,1,1,4337
14th str.,New York,NY,10009,818.57,516.44,1977,1,1,2398
14th str.,New York,NY,10009,818.59,516.90,1977,1,1,444
14th str.,New York,NY,10009,818.60,517.27,1977,1,1,12644
14th str.,New York,NY,10009,819.13,517.54,1977,1,1,6605
14th str.,New York,NY,10009,819.17,517.57,1977,1,1,6462
14th str.,New York,NY,10009,819.23,517.66,1977,1,1,1311
14th str.,New York,NY,10009,819.72,517.79,1977,1,1,2738
14th str.,New York,NY,10009,819.84,517.97,1977,1,1,3665
14th str.,New York,NY,10009,819.86,518.17,1977,1,1,3954
14th str.,New York,NY,10009,819.87,518.49,1977,1,1,1499
14th str.,New York,NY,10009,820.09,518.74,1977,1,1,4333
14th str.,New York,NY,10009,820.51,518.93,1977,1,1,4268
14th str.,New York,NY,10009,820.58,518.94,1977,1,1,10190
14th str.,New York,NY,10009,820.61,519.33,1977,1,2,893
14th str.,New York,NY,10009,820.78,519.42,1977,1,2,6218
14th str.,New York,NY,10009,820.96,519.43,1977,1,2,6748
14th str.,New York,NY,10009,821.03,519.49,1977,1,2,8338
14th str.,New York,NY,10009,821.06,519.69,1977,1,2,2327
14th str.,New York,NY,10009,821.08,519.84,1977,1,2,2726
14th str.,New York,NY,10009,821.10,519.90,1977,1,2,3493
14th str.,New York,NY,10009,821.20,520.06,1977,1,2,1904
14th str.,New York,NY,10009,821.28,520.19,1977,1,2,2264
14th str.,New York,NY,10009,821.33,520.80,1977,1,2,2792
14th str.,New York,NY,10009,821.47,520.86,1977,1,2,4414
14th str.,New York,NY,10009,821.54,520.95,1977,1,2,2929
14th str.,New York,NY,10009,821.82,520.96,1977,1,2,57
14th str.,New York,NY,10009,821.91,520.97,1977,1,2,2010
14th str.,New York,NY,10009,822.03,521.00,1977,1,2,4602
14th str.,New York,NY,10009,822.47,521.07,1977,1,2,564
14th str.,New York,NY,10009,822.51,521.09,1977,1,2,3077
14th str.,New York,NY,10009,822.52,521.21,1977,1,2,2694
14th str.,New York,NY,10009,822.63,521.40,1977,1,2,8014
14th str.,New York,NY,10009,822.80,521.55,1977,1,2,1900
14th str.,New York,NY,10009,823.02,521.76,1977,1,2,2178
14th str.,New York,NY,10009,823.44,521.99,1977,1,2,8403
14th str.,New York,NY,10009,823.50,522.08,1977,1,2,6448
14th str.,New York,NY,10009,823.55,522.18,1977,1,2,5127
14th str.,New York,NY,10009,823.61,522.26,1977,1,2,1461
14th str.,New York,NY,10009,823.80,522.61,1977,1,2,8578
14th str.,New York,NY,10009,823.93,522.67,1977,1,2,1990
14th str.,New York,NY,10009,823.96,522.78,1977,1,2,2667
14th str.,New York,NY,10009,824.22,523.08,1977,1,2,1773
14th str.,New York,NY,10009,824.29,523.29,1977,1,2,7988
14th str.,New York,NY,10009,825.07,523.37,1978,1,2,1036
14th str.,New York,NY,10009,825.22,523.65,1978,1,2,2546
14th str.,New York,NY,10009,825.44,523.86,1978,1,2,1970
14th str.,New York,NY,10009,825.93,523.88,1978,1,2,6201
14th str.,New York,NY,10009,825.96,524.55,1978,1,2,2801
14th str.,New York,NY,10009,826.12,524.86,1978,1,2,1087
14th str.,New York,NY,10009,826.17,524.89,1978,1,2,6675
14th str.,New York,NY,10009,826.37,525.04,1978,1,2,791
14th str.,New York,NY,10009,826.40,525.30,1978,1,2,7360
14th str.,New York,NY,10009,826.45,525.40,1978,1,2,1602
14th str.,New York,NY,10009,826.47,525.77,1978,1,2,1663
14th str.,New York,NY,10009,826.62,526.21,1978,1,2,2281
14th str.,New York,NY,10009,826.79,526.78,1978,1,2,3787
14th str.,New York,NY,10009,826.94,526.94,1978,1,2,3830
14th str.,New York,NY,10009,827.01,527.15,1978,1,2,5209
14th str.,New York,NY,10009,827.03,527.23,1978,1,2,4293
14th str.,New York,NY,10009,827.40,527.25,1978,1,2,792
14th str.,New York,NY,10009,827.51,527.54,1978,1,2,245
14th str.,New York,NY,10009,827.55,527.62,1978,1,2,4723
14th str.,New York,NY,10009,827.63,527.66,1978,1,2,2641
14th str.,New York,NY,10009,827.72,527.69,1978,1,2,3488
14th str.,New York,NY,10009,827.76,527.71,1978,1,2,6143
14th str.,New York,NY,10009,827.79,527.82,1978,1,2,9848
14th str.,New York,NY,10009,828.17,527.86,1978,1,2,7479
14th str.,New York,NY,10009,828.27,527.92,1978,1,2,1836
14th str.,New York,NY,10009,828.37,528.08,1978,1,2,424
14th str.,New York,NY,10009,828.77,528.10,1978,1,2,5837
14th str.,New York,NY,10009,828.88,528.23,1978,1,2,4462
14th str.,New York,NY,10009,828.95,528.28,1978,1,2,11739
14th str.,New York,NY,10009,829.13,528.38,1978,1,2,1545
14th str.,New York,NY,10009,829.16,528.48,1978,1,2,3525
14th str.,New York,NY,10009,829.25,528.56,1978,1,2,2497
14th str.,New York,NY,10009,829.27,528.97,1978,1,2,6656
14th str.,New York,NY,10009,829.32,529.26,1978,1,2,3713
14th str.,New York,NY,10009,829.38,529.30,1978,1,2,6211
14th str.,New York,NY,10009,829.66,529.36,1978,1,2,741
14th str.,New York,NY,10009,829.69,529.43,1978,1,2,3795
14th str.,New York,NY,10009,829.72,529.43,1978,1,2,9498
14th str.,New York,NY,10009,829.73,529.46,1978,1,2,5320
14th str.,New York,NY,10009,829.75,529.47,1978,1,2,6133
14th str.,New York,NY,10009,829.83,529.59,1978,1,2,2213
14th str.,New York,NY,10009,830.03,529.64,1978,1,2,734
14th str.,New York,NY,10009,830.27,529.78,1978,1,2,3447
14th str.,New York,NY,10009,830.78,529.79,1978,1,2,2204
14th str.,New York,NY,10009,830.90,529.81,1978,1,2,7088
14th str.,New York,NY,10009,830.98,529.85,1978,1,2,820
14th str.,New York,NY,10009,831.08,529.85,1978,1,2,7846
14th str.,New York,NY,10009,831.11,530.00,1978,1,2,624
14th str.,New York,NY,10009,831.13,530.07,1978,1,2,6576
14th str.,New York,NY,10009,831.15,530.15,1978,1,2,4424
14th str.,New York,NY,10009,831.46,530.24,1978,1,2,2617
14th str.,New York,NY,10009,831.52,530.27,1978,1,2,1733
14th str.,New York,NY,10009,831.59,530.35,1978,1,2,1281
14th str.,New York,NY,10009,831.59,530.56,1978,1,2,2682
14th str.,New York,NY,10009,831.63,530.74,1978,1,2,1936
14th str.,New York,NY,10009,831.72,530.76,1978,1,2,4172
14th str.,New York,NY,10009,831.74,530.90,1978,1,2,1857
14th str.,New York,NY,10009,831.75,531.24,1978,1,2,4045
14th str.,New York,NY,10009,831.84,531.30,1978,1,2,2265
14th str.,New York,NY,10009,832.18,531.36,1978,1,2,6399
14th str.,New York,NY,10009,832.30,531.65,1978,1,2,963
14th str.,New York,NY,10009,832.36,531.91,1978,1,2,2238
14th str.,New York,NY,10009,832.46,532.01,1978,1,2,2547
14th str.,New York,NY,10009,832.57,532.11,1978,1,2,6673
